Unnamed: 0,Timestamp,Paper ID (from shared sheet),Paper Title,Paper Year,Paper Available,Paper in English,Does the paper have at least 1 current OpenML Core Member as co-author?,"If yes, which Core Members?",Does the paper use datasets from OpenML?,"If unclear, one sentence explanation?","Does the paper use a collection (at least 2 or more) of datasets that are defined by OpenML designated to do benchmarking (e.g., openml benchmarking suites)?","If yes, which benchmark suites?","Does the paper use OpenML experiment data (i.e., utilise results from runs)? ","if yes: short (e.g., 1 sentence) explanation: how does it use this data?",Does the paper upload datasets to OpenML?,"If yes, which dataset?",Does the paper upload experiment data to OpenML?,"if yes: short (e.g., 1 sentence) explanation: what type of experiments?",Does the paper interact in any other way with OpenML?,"if yes: short (e.g., 1 sentence) explanation how?",Star it as some cool project to be showcased in our paper?,"If yes, please motivate your answer",Optional short description,"Is the paper a thesis (Bachelor's, Master's, or PhD)?"
1168,,1244,Self-Adjusting Weighted Expected Improvement for Bayesian Optimization,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,8 tasks,
1169,,81,"ATM: A distributed, collaborative, scalable system for automated machine learning",2017.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"compares AutoML results to OpenML, conference paper",
1170,,479,Promoting counterfactual robustness through diversity,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 1 dataset",
1171,,1274,Sequential Acquisition of Features and Experts for Datum–Wise Classification,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 4 datasets",
1172,,1250,The effect of balancing methods on model behavior in imbalanced classification problems,2023.0,Yes,Yes,No,,Yes,,Yes,"OpenML-100, CC-18",No,,No,,No,,No,,No,,,
1173,,1156,Margin-based sampling in high dimensions: When being active is less efficient than staying passive,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1174,,1232,Automatic Feature Discovery: A comparative study between filter and wrapper feature selection techniques,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,bachelor thesis,Yes
1175,,451,Integrating rough set principles in the graded possibilistic clustering,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 2 datasets,
1176,,1270,Modeling the combined influence of complexity and quality in supervised learning,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 178 datasets,
1177,,22,Enhancing in-context learning via linear probe calibration,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 7 datasets,
1178,,834,Hyperparameter Tuning MLP's for Probabilistic Time Series Forecasting,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,citing a paper based on OpenML,
1179,,1480,Meta-surrogate benchmarking for hyperparameter optimization,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, 16 tasks",
1180,,1425,Massively collaborative machine learning,2016.0,Yes,Yes,Yes,JvR,,,,,,,,,,,,,,,"doctoral thesis, JvR describing the OpenML parts",Yes
1181,,1085,Sefnet: Linking Tabular Datasets with Semantic Feature Nets,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"submitted paper, uses 7 datasets",
1182,,797,New Insight of Variance reduce in Zero-Order Hard-Thresholding: Mitigating Gradient Error and Expansivity Contradictions,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 2 datasets",
1183,,559,I hereby declare that this thesis is my original work and it has been written by me in its entirety. I have duly acknowledged all the sources of information which&nbsp;…,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,doctoral thesis,Yes
1184,,904,Gaussian RBF Centered Kernel Alignment (CKA) in the Large-Bandwidth Limit,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 12 datasets,
1185,,926,Benchmarking multimodal automl for tabular data with text fields,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"There do exist a few miscellaneous text/tabular datasets scattered throughout popular ML data repositories [1, 51], but these are mostly small academic datasets that are not representative of modern applications with significant practical value.",
1186,,800,EPP: interpretable score of model predictive power,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 11 datasets,
1187,,815,"Fanoos: Multi-resolution, multi-strength, interactive explanations for learned systems",2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1188,,1208,Factor retention revised: Analyzing current practice and developing new methods,2020.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1189,,649,"Data‐driven materials science: status, challenges, and perspectives",2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1190,,764,BayCon: Model-agnostic Bayesian Counterfactual Generator.,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 5 datasets,
1191,,419,Openml benchmarking suites,2021.0,Yes,Yes,Yes,"BB, GC, MF, PG, JvR, JV",Yes,,Yes,CC-18,No,,No,,No,,Yes,"describes benchmarking suites, OpenML",No,,,
1192,,555,Instance spaces for machine learning classification,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1193,,606,Type prediction of rdf knowledge graphs using binary classifiers with structural data,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,Yes,"run ID 109, Identifying Cultural Events in DBpedia",No,,No,,,
1194,,583,Learning Feature Engineering for Classification.,2017.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 900 datasets",
1195,,39,A surrogate-assisted GA enabling high-throughput ML by optimal feature and discretization selection,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1196,,1555,Biquality learning: a framework to design algorithms dealing with closed-set distribution shifts,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1197,,232,Cross-model Fairness: Empirical Study of Fairness and Ethics Under Model Multiplicity,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 3 datasets,
1198,,624,Impact of filter feature selection on classification: an empirical study,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 32 datasets,
1199,,1056,Large Scale Transfer Learning for Tabular Data via Language Modeling,2024.0,Yes,Yes,No,,Yes,,Yes,"CC-18, CTR-23",No,,No,,No,,No,,No,,,
1200,,1470,UQ-Guided Hyperparameter Optimization for Iterative Learners,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1201,,9,Feature Selection Based on Regularization of Sparsity Based Regression Models by Hesitant Fuzzy Correlation,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 8 datasets,
1202,,867,Learning multiple defaults for machine learning algorithms,2021.0,Yes,Yes,Yes,"JvR, AM, BB",Yes,,No,,Yes,We compare to random search with several budgets and Bayesian optimization with 32 iterations. We use ±137.000 experi- mental results available on OpenML [4] to evaluate the lists of de- faults on three algorithms from scikit-learn and 100 datasets from the OpenML100 [1].,No,,No,,No,,No,,conference paper,
1203,,163,Instance space analysis for algorithm testing: Methodology and software tools,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1204,,95,Check for updates Graph Networks as Inductive Bias for Genetic Programming: Symbolic Models for Particle-Laden Flows,,No,,,,,,,,,,,,,,,,,,,
1205,,117,Analysis of machine learning models used in the process of building model ensembles for the regression task,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,poster,
1206,,1048,GRANDE: Gradient-Based Decision Tree Ensembles for Tabular Data,2024.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,conference paper,
1207,,186,Asymptotic analysis of meta-learning as a recommendation problem,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"uses 76 datasets, 292 algorithms",
1208,,605,A Large-Scale Neutral Comparison Study of Survival Models on Low-Dimensional Data,2024.0,Yes,Yes,Yes,BB,No,,No,,No,,Yes,?,No,,No,,No,,,
1209,,1068,Enabling collaborative data science development with the Ballet framework,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1210,,749,Towards evidence-based computational statistics: lessons from clinical research on the role and design of real-data benchmark studies,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1211,,106,Formalising the robustness of counterfactual explanations for neural networks,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1212,,642,Comparative study of missing data treatment methods in radial basis function neural networks: is it necessary to impute?,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"bachelor thesis, uses 2 datasets",Yes
1213,,358,Expertise trees resolve knowledge limitations in collective decision-making,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1214,,193,AgEBO-tabular: joint neural architecture and hyperparameter search with autotuned data-parallel training for tabular data,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1215,,511,Automated data pre-processing via meta-learning,2016.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses several hundred datasets",
1216,,522,Model-based asynchronous hyperparameter and neural architecture search,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 4 datasets",
1217,,743,Graph convolutional network based generative adversarial networks for the algorithm selection problem in classification,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1218,,1327,Sparse coding based ensemble classifiers combined with active learning framework for data classification,2016.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,master thesis,Yes
1219,,1362,Introducing sacred: A tool to facilitate reproducible research,2015.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1220,,1574,"Probability of default estimation, with a reject option",2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 4 datasets",
1221,,1710,To tune or not to tune: recommending when to adjust SVM hyper-parameters via meta-learning,2015.0,Yes,Yes,Yes,"JV, BB",No,,No,,No,,No,,Yes,,No,,No,,conference paper,
1222,,260,Fast and simple spectral clustering in theory and practice,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 5 datasets",
1223,,107,Application of natural neighbor-based algorithm on oversampling smote algorithms,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 2 datasets",
1224,,701,Automated Hardware and Neural Network Architecture co-design of FPGA accelerators using multi-objective Neural Architecture Search,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 4 datasets",
1225,,1685,ソフトウェアバグ予測における auto-sklearn の有効性評価,2019.0,Yes,No,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 140 datasets,
1226,,352,PTaRL: Prototype-based tabular representation learning via space calibration,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1227,,102,Lassobench: A high-dimensional hyperparameter optimization benchmark suite for lasso,2022.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,conference paper,
1228,,1391,Searching for fairer machine learning ensembles,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1229,,440,Evaluating a Multi-Armed Bandit-Based Approach to Hyperparameter Optimization,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,master thesis,Yes
1230,,380,Captura de dados de proveniência para apoiar a análise de hiperparâmetros em redes de aprendizado profundo,2020.0,Yes,No,No,,No,,No,,No,,No,,No,,No,,No,,doctoral thesis,Yes
1231,,460,"Toward Robust, Reliable, and Generalizable Models for Tabular Data",2024.0,Yes,Yes,No,,Yes,,Yes,"CC-18, CTR-23",No,,No,,No,,No,,No,,doctoral thesis,Yes
1232,,1675,forester: A Novel Approach to Accessible and Interpretable AutoML for Tree-Based Modeling,2023.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,"conference paper, uses subset of CC-18 and 7 datasets",
1233,,534,Practical automated machine learning for the automl challenge 2018,2018.0,Yes,Yes,Yes,MF,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 421 datasets",
1234,,1007,A structure optimization method for extended belief-rule-based classification system,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 15 datasets,
1235,,994,Towards reproducible empirical research in meta-learning,2018.0,Yes,Yes,Yes,JV,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 138 datasets",
1236,,243,Statistical Learning for Structured Models: Tree Based Methods and Neural Networks,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,doctoral thesis,Yes
1237,,523,iMCOD: Incremental multi-class outlier detection model in data streams,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1238,,236,Iterative Feature eXclusion (IFX): Mitigating feature starvation in gradient boosted decision trees,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1239,,1251,Exploiting reuse in pipeline-aware hyperparameter tuning,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 20 datasets",
1240,,259,Discrimination Neural Network Model for Binary Classification Tasks on Tabular Data,2023.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,,
1241,,1609,Exploring artificial neural networks: A data complexity perspective,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 17 datasets",
1242,,330,HAMLET: A framework for Human-centered AutoML via Structured Argumentation,2023.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,,
1243,,18,Metaheuristic optimization scheme for quantum kernel classifiers using entanglement‐directed graphs,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,Yes,uses the OpenML Python Package,No,,,
1244,,1065,"A3SOM, abstained explainable semi-supervised neural network based on self-organizing map",2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 5 datasets,
1245,,235,Towards robust classification with deep generative forests,2020.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,"arxiv, uses 12 datasets",
1246,,1647,VolcanoML: speeding up end-to-end AutoML via scalable search space decomposition,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 60 datasets,
1247,,918,Uncertainty Estimation with Recursive Feature Machines,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1248,,183,Information Modified K-Nearest Neighbor,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 10? datasets",
1249,,710,Adaptive in-memory representation of decision trees for GPU-accelerated evolutionary induction,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 7 datasets,
1250,,922,Graph-based class-imbalance learning with label enhancement,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 6 datasets,
1251,,20,A comparison of random forest variable selection methods for classification prediction modeling,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,Yes,uses the OpenML R package,No,,uses 311 datasets,
1252,,1011,Yahpo gym-an efficient multi-objective multi-fidelity benchmark for hyperparameter optimization,2022.0,Yes,Yes,Yes,BB,Yes,,Yes,HPO-B,No,,No,,No,,No,,No,,,
1253,,92,"Automl in the age of large language models: Current challenges, future opportunities and risks",2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,arxiv,
1254,,129,Webbasiertes Werkzeug für das modellbasierte Engineering von KI-Anwendungen für Automatisierungssysteme,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,conference paper,
1255,,449,AutoML Optimized by Genetic Algorithm and Item Response Theory,2023.0,No,No,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1256,,40,Multiclass oblique random forests with dual-incremental learning capacity,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 10 datasets,
1257,,398,Learning to tune XGboost with XGboost,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 95 datasets",
1258,,1525,Personalized Automated Machine Learning,2020.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 6 datasets,
1259,,1528,Automated machine learning techniques for data streams,2021.0,Yes,Yes,No,,No,,No,,No,,No,,Yes,In order to provide verifiability and reproducibility all the datasets will be published on OpenML10 under an OpenML Study (a collection of datasets) called AutoML Streams.,No,,No,,arxiv,
1260,,659,Towards green automated machine learning: Status quo and future directions,2023.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,mentions AutoML benchmark,
1261,,1717,Multi-modal self-supervised learning for boosting crop classification using Sentinel2 and Planetscope,2023.0,Yes,Yes,No,,Yes,,Yes,CC-18,No,,No,,No,,No,,No,,conference paper,
1262,,433,Modified unsupervised discriminant projection with an electronic nose for the rapid determination of Chinese mitten crab freshness,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1263,,1472,Diffimpute: Tabular data imputation with denoising diffusion probabilistic model,2024.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,conference paper,
1264,,138,Automating workflow/pipeline design,2022.0,Yes,Yes,Yes,"JvR, JV",Yes,,Yes,CC-18,No,,No,,No,,Yes,describes functionality of OpenML,No,,"book, multiple chapters refer to OpenML",
1265,,128,Mapping intelligence: Requirements and possibilities,2017.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1266,,655,Scalable hyperparameter transfer learning,2018.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,,
1267,,1295,Komunitný portál pre repozitár dátových sad sieťovej prevádzky,2020.0,Yes,No,No,,No,,No,,No,,No,,No,,No,,No,,,
1268,,1371,Meta-Learning as a Markov Decision Process,2019.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"doctoral thesis, uses 140 datasets",Yes
1269,,1506,Abordagens baseadas em teoria da informação para seleção automatizada de atributos,2018.0,Yes,No,No,,Yes,,No,,No,,No,,No,,No,,No,,"doctoral thesis, uses 4 datasets",Yes
1270,,331,Contemporary symbolic regression methods and their relative performance,2021.0,Yes,Yes,No,,Yes,,Yes,PMLB,No,,No,,No,,No,,No,,,
1271,,1409,Efficient end-to-end automl via scalable search space decomposition,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"arxiv, uses 60 datasets",
1272,,384,A comparative study of hyper-parameter optimization tools,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 6 datasets",
1273,,955,EXACT: Towards a platform for empirically benchmarking Machine Learning model explanation methods,2024.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1274,,354,7. Explaining Hyperparameter Optimization via Partial Dependence Plots,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"doctoral thesis, uses 35 datasets",Yes
1275,,708,Searching for machine learning pipelines using a context-free grammar,2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 65 datasets",
1276,,1289,SMOTEMD: UN ALGORITMO DE BALANCEO DE DATOS MIXTOS PARA BIG DATA EN R,2020.0,Yes,No,No,,No,,No,,No,,No,,No,,No,,No,,listed in references but not cited,
1277,,1221,<i>OpenML:</i> An R package to connect to the machine learning platform OpenML,2019.0,Yes,Yes,Yes,"GC, JV, BB",Yes,,No,,No,,No,,No,,No,,No,,OpenML R package description,
1278,,1349,Rethinking default values: A low cost and efficient strategy to define hyperparameters,2021.0,Yes,Yes,No,,Yes,,No,,Yes,We selected the Particle Swarm Optimization (PSO) as the optimization technique for these experiments.,No,,Yes,https://www.openml.org/s/52/data,No,,No,,"arxiv, uses 156 datasets",
1279,,1037,How fuzzy concepts contribute to machine learning,2022.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 8 datasets,
1280,,1544,Hyperparameter tuning and performance assessment of statistical and machine-learning algorithms using spatial data,2019.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,,
1281,,210,"A Holistic, Decision-Theoretic Framework for Pool-Based Active Learning",2021.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,uses 22 datasets,
1282,,1575,Homological Convolutional Neural Networks,2023.0,Yes,Yes,No,,Yes,,Yes,"CC-18, Tabular benchmark numerical classification",No,,No,,No,,No,,No,,"arxiv, uses 9 datasets",
1283,,108,Nearest Centroid Classifier Based on Information Value and Homogeneity,2023.0,Yes,Yes,No,,Yes,,No,,No,,No,,No,,No,,No,,"conference paper, uses 45 datasets",
1284,,1492,A constructive function-theoretic approach to topological compactness,2016.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"NOT referenced, not cited",
1285,,1642,Saint: Improved neural networks for tabular data via row attention and contrastive pre-training,2021.0,Yes,Yes,No,,No,,No,,No,,No,,No,,No,,No,,"NOT referenced, not cited",
